timestamp,temp_indoor,pm1_indoor,pm25_indoor,pm10_indoor,temp_outdoor,pm1_outdoor,pm25_outdoor,pm10_outdoor,aqi,humid,rainfall,temp,windspeed
2026-03-29 09:30:00,31.0,5.777777777777778,9.444444444444445,11.0,32.3,7.6,12.4,13.0,107,65,0,32.2,12.3
2026-03-29 09:40:00,31.0,6.4,10.8,12.6,32.0,5.0,8.222222222222221,8.444444444444445,109,67,0,32.6,11.1
2026-03-29 09:50:00,31.0,6.333333333333333,10.88888888888889,12.666666666666666,31.2,7.4,13.5,13.5,103,69,0,31.0,9.8
2026-03-29 10:00:00,31.0,6.111111111111111,11.0,12.555555555555555,31.7,6.1,10.1,11.1,107,61,0,31.7,10.6
2026-03-29 10:10:00,31.0,6.1,10.1,12.4,31.5,4.6,8.0,8.4,107,65,2,31.5,10.8
2026-03-29 10:20:00,31.0,6.333333333333333,10.333333333333334,11.555555555555555,31.8,4.2,7.2,7.2,102,64,0,32.5,9.0
2026-03-29 10:30:00,31.0,5.888888888888889,10.555555555555555,11.77777777777778,31.2,7.6,12.8,14.8,101,63,0,32.3,11.8
2026-03-29 10:40:00,31.0,7.0,11.8,13.5,32.0,7.6,11.2,11.2,108,61,0,32.2,10.9
2026-03-29 10:50:00,31.666666666666668,7.444444444444445,13.11111111111111,14.444444444444445,35.3,8.6,12.7,13.9,103,61,0,32.0,10.1
2026-03-29 11:00:00,32.0,6.777777777777778,12.11111111111111,14.11111111111111,35.5,5.8,8.6,8.9,85,60,0,32.5,12.7
2026-03-29 11:10:00,32.0,6.5,12.2,13.8,35.5,5.8,8.6,8.9,85,60,0,32.9,12.5
2026-03-29 11:20:00,32.0,7.0,12.333333333333334,14.77777777777778,34.9,7.9,13.0,14.0,89,63,0,31.3,11.1
2026-03-29 11:30:00,32.0,6.888888888888889,12.333333333333334,14.22222222222222,34.0,7.0,14.3,14.5,86,64,0,32.2,9.1
2026-03-29 11:40:00,32.0,6.3,11.9,13.5,34.0,11.1,16.3,16.3,93,65,0,33.0,11.0
2026-03-29 11:50:00,32.0,7.0,11.333333333333334,12.22222222222222,34.7,6.6,10.4,10.8,91,65,0,32.5,10.8
2026-03-29 12:00:00,32.0,6.555555555555555,12.22222222222222,14.22222222222222,35.0,8.2,13.8,13.8,91,46,0,31.2,13.0
2026-03-29 12:10:00,32.0,8.6,14.6,15.9,35.0,8.2,13.8,13.8,91,46,0,32.6,13.0
2026-03-29 12:20:00,32.0,10.22222222222222,18.22222222222222,20.444444444444443,35.8,7.8,14.0,15.6,87,53,0,32.7,13.0
2026-03-29 12:30:00,32.0,10.77777777777778,18.11111111111111,20.77777777777778,36.0,9.6,15.4,15.7,89,53,0,31.5,13.0
2026-03-29 12:40:00,32.0,8.2,14.1,16.8,35.8,6.6,11.0,11.0,93,52,0,32.0,13.0
2026-03-29 12:50:00,32.0,8.444444444444445,14.77777777777778,15.88888888888889,35.5,9.3,18.0,18.0,84,50,0,32.1,13.0
2026-03-29 13:00:00,33.0,8.0,13.333333333333334,14.666666666666666,36.0,8.444444444444445,14.333333333333334,14.333333333333334,73,50,0,35.9,9.7
2026-03-29 13:10:00,33.0,8.9,14.8,17.9,36.0,7.0,13.5,13.6,70,53,0,35.7,9.4
2026-03-29 13:20:00,33.0,8.222222222222221,13.666666666666666,14.444444444444445,35.3,6.0,10.6,10.9,73,48,0,35.9,9.7
2026-03-29 13:30:00,33.0,8.0,12.77777777777778,15.11111111111111,35.6,3.3,6.9,6.9,68,48,0,36.8,9.4
2026-03-29 13:40:00,33.0,9.1,14.8,15.8,36.0,8.8,13.2,13.4,73,47,0,36.8,9.7
2026-03-29 13:50:00,33.0,8.444444444444445,13.444444444444445,15.666666666666666,36.0,7.6,13.3,13.5,75,47,0,36.1,9.2
2026-03-29 14:00:00,33.0,9.333333333333334,14.444444444444445,16.11111111111111,35.3,7.0,13.0,13.9,74,47,0,35.8,9.1
2026-03-29 14:10:00,33.0,10.2,16.1,19.1,35.5,7.1,14.2,14.4,68,51,0,36.3,9.8
2026-03-29 14:20:00,33.0,8.88888888888889,15.0,16.555555555555557,35.0,6.9,11.9,12.4,73,50,0,36.2,9.7
2026-03-29 14:30:00,33.0,8.0,13.333333333333334,14.88888888888889,35.0,9.3,15.5,15.8,73,54,0,35.7,9.9
2026-03-29 14:40:00,33.0,7.3,12.4,13.7,34.8,8.4,14.8,15.2,76,48,0,35.7,9.8
2026-03-29 14:50:00,33.0,8.777777777777779,14.666666666666666,16.444444444444443,34.0,10.0,16.2,16.6,73,46,0,37.0,9.9
2026-03-29 15:00:00,33.0,8.0,13.88888888888889,16.333333333333332,34.3,10.8,16.4,17.0,70,52,0,36.4,9.4
2026-03-29 15:10:00,33.0,8.1,14.0,16.3,34.7,5.6,9.6,10.0,74,52,0,36.1,9.0
2026-03-29 15:20:00,33.0,8.666666666666666,15.77777777777778,17.333333333333332,34.0,11.0,16.2,17.2,72,50,0,36.2,10.0
2026-03-29 15:30:00,33.0,7.111111111111111,14.666666666666666,15.555555555555555,34.0,9.6,17.4,18.2,70,45,0,36.3,9.8
2026-03-29 15:40:00,33.0,7.8,14.8,16.8,34.0,11.8,20.4,20.8,75,45,0,35.1,9.2
2026-03-29 15:50:00,33.0,9.555555555555555,15.333333333333334,17.22222222222222,34.0,12.2,18.7,18.9,78,51,0,36.4,9.4
2026-03-29 16:00:00,33.0,8.555555555555555,14.0,16.88888888888889,34.0,4.3,6.9,7.4,75,54,0,35.7,8.2
2026-03-29 16:10:00,33.0,8.5,15.4,17.2,33.9,12.2,18.2,19.6,73,55,0,36.6,8.3
2026-03-29 16:20:00,33.0,8.777777777777779,13.77777777777778,15.444444444444445,33.0,8.0,13.666666666666666,14.0,73,51,0,35.6,8.0
2026-03-29 16:30:00,33.0,8.777777777777779,15.0,17.11111111111111,33.0,8.4,14.2,16.0,69,50,0,36.1,8.1
2026-03-29 16:40:00,33.0,7.8,13.9,16.5,33.0,10.8,18.0,18.1,68,53,0,35.2,7.4
2026-03-29 16:50:00,33.0,7.444444444444445,14.0,15.77777777777778,33.0,10.8,18.0,18.1,68,53,0,35.1,7.7
2026-03-29 17:00:00,33.0,7.222222222222222,13.77777777777778,17.0,33.0,11.2,17.3,18.2,92,68,3,32.8,7.4
2026-03-29 17:10:00,33.0,6.8,12.3,13.6,33.0,9.3,18.1,18.1,85,65,0,32.5,8.7
2026-03-29 17:20:00,33.0,6.888888888888889,12.22222222222222,13.88888888888889,33.0,10.2,16.6,17.2,88,61,0,32.9,8.3
2026-03-29 17:30:00,33.0,7.444444444444445,13.88888888888889,15.555555555555555,32.0,10.2,15.4,15.8,83,62,0,32.7,8.6
2026-03-29 17:40:00,33.0,7.111111111111111,12.11111111111111,14.77777777777778,32.0,11.2,20.9,21.3,89,63,0,31.2,7.2
2026-03-29 17:50:00,33.0,7.1,12.3,15.0,32.0,7.9,16.4,17.0,93,64,0,32.2,9.0
2026-03-29 18:00:00,33.0,6.444444444444445,11.88888888888889,14.11111111111111,32.0,7.9,16.4,17.0,92,65,0,32.3,8.3
2026-03-29 18:10:00,33.0,6.222222222222222,10.555555555555555,12.333333333333334,31.0,5.8,10.0,10.0,89,61,0,31.2,7.6
2026-03-29 18:20:00,33.0,8.6,13.8,16.1,31.0,5.8,10.0,10.0,84,64,0,31.3,8.1
2026-03-29 18:30:00,33.0,6.333333333333333,11.22222222222222,13.666666666666666,31.0,7.5,12.2,12.6,93,62,0,32.4,8.9
2026-03-29 18:40:00,33.0,6.666666666666667,12.444444444444445,15.11111111111111,31.0,7.1,15.4,16.2,87,62,0,31.1,8.9
2026-03-29 18:50:00,33.0,7.0,11.2,12.7,31.0,6.1,10.9,11.8,83,60,0,32.2,8.8
2026-03-29 19:00:00,33.0,6.555555555555555,11.77777777777778,14.333333333333334,31.0,6.5,11.0,11.4,93,64,0,32.0,3.2
2026-03-29 19:10:00,33.0,7.0,11.333333333333334,13.444444444444445,30.2,5.3,8.6,8.6,92,67,0,31.8,2.9
2026-03-29 19:20:00,32.9,6.4,10.2,12.4,30.0,4.0,7.0,7.0,85,69,0,32.5,2.8
2026-03-29 19:30:00,33.0,6.666666666666667,11.555555555555555,13.22222222222222,30.0,7.6,13.6,13.8,89,66,0,32.8,3.3
2026-03-29 19:40:00,32.666666666666664,7.222222222222222,11.88888888888889,13.11111111111111,30.0,7.1,11.7,12.4,84,68,0,32.8,2.1
2026-03-29 19:50:00,32.0,6.2,10.4,11.7,30.0,6.777777777777778,11.666666666666666,13.444444444444445,83,67,4,32.8,2.5
2026-03-29 20:00:00,32.0,4.888888888888889,9.22222222222222,10.444444444444445,30.0,8.4,15.6,16.6,102,61,0,32.2,2.1
2026-03-29 20:10:00,32.0,5.444444444444445,10.444444444444445,12.22222222222222,30.0,4.1,7.7,7.8,100,63,0,31.3,3.2
2026-03-29 20:20:00,32.0,6.7,12.1,13.3,30.0,7.8,11.7,12.4,99,60,0,31.4,3.6
2026-03-29 20:30:00,32.0,6.777777777777778,11.444444444444445,13.666666666666666,30.0,7.7,14.4,14.6,99,64,0,31.7,2.2
2026-03-29 20:40:00,31.11111111111111,5.444444444444445,9.444444444444445,11.333333333333334,30.0,8.3,14.0,14.1,105,62,0,31.8,2.6
2026-03-29 20:50:00,30.8,4.7,8.8,9.6,30.0,9.3,16.5,16.6,101,61,0,31.1,2.1
2026-03-29 21:00:00,30.0,4.333333333333333,8.0,9.555555555555555,30.0,4.9,9.8,10.2,95,64,0,32.4,2.7
2026-03-29 21:10:00,30.0,4.0,7.111111111111111,7.888888888888889,30.0,7.4,11.2,11.4,99,67,0,33.0,3.2
2026-03-29 21:20:00,29.4,3.5,7.1,8.2,30.0,7.1,10.6,10.6,104,63,0,32.7,4.0
2026-03-29 21:30:00,29.0,3.4444444444444446,5.777777777777778,6.888888888888889,30.0,5.8,10.6,11.5,97,62,0,32.2,2.3
2026-03-29 21:40:00,28.555555555555557,3.2222222222222223,5.888888888888889,6.888888888888889,30.0,7.0,10.9,11.1,101,63,0,32.7,3.7
2026-03-29 21:50:00,28.0,2.8,6.1,7.3,29.9,5.1,8.4,8.8,96,63,0,32.3,3.4
2026-03-29 22:00:00,28.0,2.6666666666666665,5.444444444444445,6.111111111111111,29.0,4.3,7.7,7.7,103,68,0,32.8,2.2
2026-03-29 22:10:00,27.11111111111111,9.333333333333334,11.88888888888889,12.88888888888889,29.0,4.9,8.4,8.4,103,66,0,32.2,2.4
2026-03-29 22:30:00,27.0,3.2222222222222223,5.777777777777778,6.666666666666667,29.0,5.2,7.1,7.7,102,61,0,32.0,3.3
2026-03-29 22:40:00,26.444444444444443,3.4444444444444446,4.888888888888889,6.222222222222222,29.0,5.9,9.0,9.1,95,63,0,31.7,3.4
2026-03-29 23:20:00,25.3,8.0,10.4,11.5,29.0,3.3,6.8,7.2,101,63,0,32.8,3.6
2026-03-29 23:50:00,28.5,3.0,5.3,6.8,29.0,4.7,9.4,9.7,95,64,0,31.5,3.6
2026-03-30 00:30:00,29.77777777777778,4.444444444444445,7.222222222222222,8.11111111111111,29.0,6.0,9.8,10.4,87,76,0,32.8,3.0
2026-03-30 01:40:00,30.0,6.222222222222222,8.88888888888889,9.77777777777778,29.0,6.0,10.0,10.1,87,76,0,32.4,2.1
2026-03-30 01:50:00,30.0,2.3,4.6,6.7,29.0,8.0,12.6,13.6,86,76,0,32.5,2.2
2026-03-30 02:00:00,30.0,2.5555555555555554,5.444444444444445,6.111111111111111,28.6,6.0,10.6,11.8,90,77,0,28.6,2.6
2026-03-30 02:30:00,30.0,3.2222222222222223,5.111111111111111,6.0,28.0,4.222222222222222,6.666666666666667,6.666666666666667,93,81,0,27.7,2.2
2026-03-30 02:40:00,30.0,2.7777777777777777,5.222222222222222,6.222222222222222,28.0,4.2,7.0,7.2,87,78,0,28.7,3.3
2026-03-30 02:50:00,30.0,2.6,5.4,5.9,28.0,7.0,8.4,8.4,87,83,0,28.5,3.8
2026-03-30 03:00:00,30.0,3.2222222222222223,5.777777777777778,7.555555555555555,28.0,5.6,10.2,10.8,91,83,0,28.1,3.2
2026-03-30 03:10:00,30.0,2.888888888888889,5.111111111111111,5.444444444444445,28.0,4.5,7.4,7.7,87,82,0,27.2,2.5
2026-03-30 03:20:00,30.0,2.1,4.6,5.9,28.0,7.4,12.2,13.1,83,75,0,28.7,2.9
2026-03-30 03:30:00,30.0,3.4444444444444446,7.0,8.333333333333334,28.0,5.5,8.7,9.0,92,76,0,27.3,3.0
2026-03-30 03:40:00,30.0,2.2222222222222223,5.555555555555555,7.333333333333333,28.0,7.2,10.9,11.2,87,77,0,28.1,2.2
2026-03-30 03:50:00,30.0,3.0,5.7,6.6,28.0,7.2,10.9,11.2,85,78,0,28.6,2.1
2026-03-30 04:00:00,30.0,3.0,5.888888888888889,7.555555555555555,28.0,6.6,9.5,9.6,91,77,0,28.9,3.9
2026-03-30 04:10:00,30.0,2.6666666666666665,5.444444444444445,6.555555555555555,28.0,6.5,9.9,10.8,87,84,0,28.8,3.3
2026-03-30 04:20:00,30.0,4.6,7.2,7.7,28.0,8.7,13.5,14.7,89,83,0,28.4,2.8
2026-03-30 04:30:00,30.0,3.3333333333333335,7.222222222222222,8.0,28.0,6.8,10.3,10.3,90,82,0,28.4,3.8
2026-03-30 04:40:00,30.0,3.0,5.888888888888889,7.444444444444445,28.0,6.8,10.3,10.3,89,79,0,27.8,2.9
2026-03-30 04:50:00,30.0,2.5,5.8,7.1,28.0,5.9,10.4,10.4,83,78,0,27.6,3.2
2026-03-30 05:00:00,30.0,3.3333333333333335,5.777777777777778,8.222222222222221,28.0,9.2,13.2,13.2,85,78,0,27.5,3.2
2026-03-30 05:10:00,30.0,3.0,6.555555555555555,7.222222222222222,28.0,6.8,12.6,12.6,84,84,0,28.3,2.3
2026-03-30 05:20:00,30.0,3.5,6.8,8.2,28.0,6.0,9.9,10.1,83,81,0,27.4,3.8
2026-03-30 05:30:00,30.0,2.4444444444444446,5.777777777777778,7.111111111111111,28.0,6.0,9.9,10.1,90,76,0,28.0,2.2
2026-03-30 05:40:00,30.0,3.111111111111111,6.0,7.555555555555555,28.0,8.4,14.3,14.3,88,83,0,27.7,3.7
2026-03-30 05:50:00,30.0,3.2,6.4,7.9,28.0,8.666666666666666,13.444444444444445,13.555555555555555,85,82,0,28.2,3.7
2026-03-30 06:00:00,30.0,2.888888888888889,6.333333333333333,7.444444444444445,28.0,6.6,10.3,10.9,91,80,0,27.5,5.8
2026-03-30 06:10:00,30.0,2.7777777777777777,5.0,7.111111111111111,28.0,8.4,13.5,14.1,93,84,1,27.0,5.5
2026-03-30 06:20:00,30.0,3.1,5.9,7.1,28.0,7.3,12.0,13.3,89,79,0,28.9,5.2
2026-03-30 06:30:00,30.0,3.2222222222222223,6.111111111111111,7.666666666666667,28.0,4.2,6.8,8.0,84,75,0,27.6,5.3
2026-03-30 06:40:00,30.0,2.888888888888889,6.111111111111111,7.111111111111111,28.0,11.0,17.9,18.8,91,84,0,28.6,5.9
2026-03-30 06:50:00,30.0,3.3,6.9,8.7,28.0,8.8,13.6,14.6,88,78,0,27.2,5.5
2026-03-30 07:00:00,30.0,3.0,7.333333333333333,8.88888888888889,28.0,11.6,16.6,16.6,102,65,0,31.6,5.7
2026-03-30 07:10:00,30.11111111111111,3.6666666666666665,7.333333333333333,8.444444444444445,28.6,8.4,13.8,14.7,104,67,0,31.5,5.1
2026-03-30 07:20:00,31.0,3.8,8.3,9.9,29.0,10.8,16.1,17.2,101,62,0,31.6,5.3
2026-03-30 07:30:00,31.0,3.7777777777777777,7.222222222222222,8.777777777777779,29.0,10.2,16.4,17.0,106,70,0,31.9,5.3
2026-03-30 07:40:00,31.0,4.333333333333333,9.22222222222222,11.22222222222222,29.3,5.7,10.0,10.3,101,69,0,32.6,5.7
2026-03-30 07:50:00,31.0,7.5,11.9,13.5,30.0,4.7,8.4,8.4,110,65,0,32.8,5.7
2026-03-30 08:00:00,31.0,7.0,11.555555555555555,12.555555555555555,30.0,6.0,9.6,9.6,105,61,0,31.2,5.1
2026-03-30 08:10:00,31.0,4.777777777777778,9.11111111111111,11.444444444444445,30.0,8.5,13.5,14.7,102,68,0,32.1,5.6
2026-03-30 08:20:00,31.0,4.5,8.0,11.3,30.0,8.2,13.4,13.6,108,69,0,32.7,5.4
2026-03-30 08:30:00,31.0,8.666666666666666,12.88888888888889,15.22222222222222,30.2,4.8,7.4,7.5,109,65,0,31.5,5.6
2026-03-30 08:40:00,31.0,7.111111111111111,11.77777777777778,12.77777777777778,31.0,6.7,9.9,10.8,109,67,0,32.3,5.5
2026-03-30 08:50:00,31.0,7.2,10.7,11.7,31.0,7.4,12.4,12.8,108,62,0,31.5,5.7
2026-03-30 09:00:00,31.0,7.666666666666667,11.444444444444445,14.11111111111111,31.0,9.7,17.2,18.1,101,67,0,32.1,9.5
